Smiles,SPS,nSPS
COP(=O)(N=C1SCCS1)OC,220,18.333333333333332
CCN(CC)c1nc(C)cc(OP(=O)(NC)OC)n1,265,13.947368421052632
COP(=O)(N=C(C)O)SC,159,15.9
COP(=O)(NC(O)C(Cl)(Cl)Cl)SC,254,19.53846153846154
COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,253,14.055555555555555
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,307,13.954545454545455
COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,295,14.047619047619047
COP(N)(=O)SC,131,18.714285714285715
CCCN(CCC)C(=O)CN(CC)P(=S)(OCC)OCC,250,11.904761904761905
CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,264,15.529411764705882
CN(C)P(=O)(F)N(C)C,119,13.222222222222221
CN(C)P(=O)(N=[N+]=[N-])N(C)C,130,11.818181818181818
CC(C)NP(=O)(F)NC(C)C,143,13.0
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,244,14.352941176470589
COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,666,18.5
COc1nn(-c2ccccc2OC)c(=O)o1,162,10.125
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,670,27.916666666666668
CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,266,11.565217391304348
CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,288,10.666666666666666
CC(=O)c1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(C)=O,315,13.125
CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,309,12.875
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,351,13.5
C=C(C)CNc1c(S(=O)C(F)(F)F)c(C#N)nn1-c1c(Cl)cc(C(F)(F)F)cc1Cl,392,13.066666666666666
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(NCc2cnccn2)c1SCF,341,11.366666666666667
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(NCc2ccccn2)c1SC(F)F,359,11.580645161290322
COc1cc(/C=N/c2c(SC(F)(F)F)c(C#N)nn2-c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1O,428,12.228571428571428
CC1(C)[C@@H](/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,740,19.473684210526315
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,645,29.318181818181817
C=CCC1=C(C)C(OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,645,29.318181818181817
C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,645,29.318181818181817
CC(C)=CC1C(C(=O)OCc2cc3c(cc2Cl)OCO3)C1(C)C,537,23.347826086956523
Cc1c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,609,21.0
CC1(C)[C@H](C=C2CCCC2)[C@H]1C(=O)OCc1coc(Cc2ccccc2)c1,628,23.25925925925926
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccc(Br)cc2)c1)c1ccc(Cl)cc1,392,12.64516129032258
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccc(Br)cc2)c1)c1ccc(OC(F)F)cc1,430,12.647058823529411
CC1(C)C(C=C(Br)Br)C1C(=O)OCc1coc(Cc2ccccc2)c1,520,20.8
CC(C)=CC1C(C(=O)OCC=C(Cl)Cc2ccccc2)C1(C)C,489,21.26086956521739
C#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)C)C(C)=CCC,481,24.05
CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,811,33.791666666666664
CCOc1ccc(C2(C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3)CC2(Cl)Cl)cc1,630,19.09090909090909
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,584,20.137931034482758
CC1(C)[C@@H](/C=C(\Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,651,21.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,571,20.392857142857142
CC1(C)C(C=C(Cl)Cl)C1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,571,20.392857142857142
CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,571,20.392857142857142
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,571,20.392857142857142
COCc1c(F)c(F)c(COC(=O)C2C(C=C(C)C)C2(C)C)c(F)c1F,537,20.653846153846153
CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,474,22.571428571428573
C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)/C(C)=C/CC,507,25.35
C#CCC1=C(C)[C@@H](OC(=O)C2C(C=C(Cl)Cl)C2(C)C)CC1=O,640,29.09090909090909
C#CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(Cl)Cl)C2(C)C)CC1=O,640,29.09090909090909
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)c(F)c(F)c1F,513,21.375
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)n1,571,20.392857142857142
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,479,18.423076923076923
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,379,12.633333333333333
CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,379,12.633333333333333
CC(C)[C@H](C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,417,12.636363636363637
CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,454,12.971428571428572
C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,467,22.238095238095237
CC(C)=CC1C(C(=O)OC2CC(=O)C(Cc3ccco3)=C2C)C1(C)C,685,27.4
COCc1c(F)c(F)c(COC(=O)C2C(/C=C\C(F)(F)F)C2(C)C)c(F)c1F,594,21.214285714285715
C#CCN1CC(=O)N(COC(=O)[C@@H]2C(C=C(C)C)C2(C)C)C1=O,579,25.17391304347826
C=CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,472,22.476190476190474
CC1(C)[C@@H](/C=C2\CCSC2=O)[C@H]1C(=O)OCc1coc(Cc2ccccc2)c1,686,24.5
COCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)cc1,485,22.045454545454547
CC=CC1C(C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,524,20.96
C/C=C\[C@@H]1[C@@H](C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,540,21.6
COCc1c(F)c(F)c(COC(=O)C2C(C=C(C)C#N)C2(C)C)c(F)c1F,539,19.962962962962962
COCc1c(F)c(F)c(COC(=O)[C@@H]2[C@@H](/C=C(/C)C#N)C2(C)C)c(F)c1F,565,20.925925925925927
CCC=C(C)C(C#N)OC(=O)C1C(C=C(Cl)Cl)C1(C)C,481,24.05
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,524,20.153846153846153
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,524,20.153846153846153
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,640,29.09090909090909
CC=CC1C(C(=O)OCc2c(F)c(F)c(C)c(F)c2F)C1(C)C,500,21.73913043478261
C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,480,21.818181818181817
COC(=O)/C(C)=C/[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,574,20.5
COCc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)Cl)C2(C)C)c(F)c1F,537,20.653846153846153
COCc1c(F)c(F)c(COC(=O)[C@@H]2[C@@H](C=C(Cl)Cl)C2(C)C)c(F)c1F,537,20.653846153846153
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,520,20.8
CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,520,20.8
CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,520,20.8
Cc1c(F)c(F)c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,593,21.962962962962962
C=CCC1=C(C)C(OC(=O)C2C(C)(C)C2(C)C)CC1=O,553,27.65
COCc1c(F)c(F)c(COC(=O)C2C(C)(C)C2(C)C)c(F)c1F,445,18.541666666666668
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Cl)(Cl)Br,653,21.766666666666666
CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,653,21.766666666666666
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F,500,21.73913043478261
CC(C)C(C(=O)OCc1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,332,11.857142857142858
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,315,11.25
CCOc1ccc(C(COCc2cccc(Oc3ccc(Cl)cc3)c2)C(F)(F)F)cc1,385,12.419354838709678
CC(C)(COCc1cccc(Oc2ccccc2)c1)c1ccc(OC(F)(F)Br)cc1,357,11.9
Fc1ccc(CCCC(c2ccc(Cl)cc2)C2CC2)cc1Oc1ccccc1,410,14.642857142857142
CSC(C)C(=NOCc1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,323,11.535714285714286
CSCC(=NOCc1cccc(-c2ccccc2)c1C)c1ccc(Cl)c(F)c1,296,10.571428571428571
CC(F)c1nc[nH]c(=NCCc2ccc(OC(F)(F)F)cc2)c1Cl,306,12.75
CCOCCc1ccc(OCCN=c2[nH]cnc(CC)c2Cl)c(C)c1C,281,10.807692307692308
CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,265,11.521739130434783
CC(c1ccc(C(F)(F)F)nc1)S(C)(=O)=NC#N,296,16.444444444444443
CCOC(=O)OC1=C(c2cc(C)ccc2C)C(O)=N[C@]12CC[C@@H](OC)CC2,672,24.88888888888889
Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,512,18.962962962962962
N#C/C(C(=O)c1ccccc1Cl)=C1/NC(c2ccccc2)=CS1,354,15.391304347826088
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1N=C(S)NC(C)(C)C,314,11.62962962962963
OC(=Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,312,12.0
O=S(=O)(O)c1cc(Cl)ccc1Oc1ccc(Cl)cc1NC(O)=Nc1ccc(Cl)c(Cl)c1,345,11.129032258064516
Cc1ccc[n+]2c([O-])c(-c3cc(Cl)cc(Cl)c3)c(=O)n(Cc3cnc(Cl)s3)c12,316,11.285714285714286
O=c1c(-c2cccc(C(F)(F)F)c2)c([O-])[n+]2ccccc2n1Cc1cncnc1,339,11.689655172413794
C[C@]12Oc3cc(-c4cccnc4)oc(=O)c3[C@H](O)[C@@H]1[C@@]1(C)CC[C@H](OC(=O)C3CC3)[C@@](C)(COC(=O)C3CC3)[C@@H]1C[C@@H]2O,1639,38.116279069767444
O=C(NCC(O)=NCC(F)(F)F)c1ccc(C2=NOC(c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12,736,17.523809523809526
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,348,11.6
C/C=C/C(=O)N(CC)c1ccccc1C,159,10.6
CCOC(=S)SSC(=S)OCC,110,9.166666666666666
O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,281,11.708333333333334
Cn1c(O)c(C(=O)Nc2ccc(Cl)c(Cl)c2)c(=O)n(C)c1=O,232,10.545454545454545
CCc1nc2cc(C)c(Oc3ccc(OC(F)(F)F)cc3)cc2c(OC(=O)OC)c1C,351,11.32258064516129
N#CCN=C(O)c1cnccc1C(F)(F)F,170,10.625
CON=C1CCC(C(C#N)S(=O)(=O)CCC(F)(F)F)CC1,397,18.904761904761905
O=C1C=C(N(Cc2ccc(Cl)nc2)CC(F)F)CO1,276,14.526315789473685
Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCC(O)=NCC(F)(F)F,643,17.86111111111111
CONC=NC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1C,565,18.225806451612904
CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,534,15.257142857142858
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,272,15.11111111111111
CCC(C)=NN=C(c1ccc(Cl)cc1)c1ccc(OS(C)(=O)=O)cc1,272,10.88
CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,240,11.428571428571429
N#Cc1ccc(C/C(=N\N=C(O)Nc2ccc(OC(F)(F)F)cc2)c2cccc(C(F)(F)F)c2)cc1,431,11.972222222222221
Nc1c(N=C(O)C(F)(F)C(F)F)cc(C(F)(F)F)cc1[N+](=O)[O-],284,12.347826086956522
CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,226,13.294117647058824
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,299,12.458333333333334
FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1,323,11.137931034482758
CC(=O)N1C(=O)N(NCc2cccnc2)Cc2cc(C(F)(C(F)(F)F)C(F)(F)F)ccc21,482,15.0625
OC(=Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,284,10.518518518518519
Clc1ccc(-c2cc(-c3ccccc3)c(-c3ccccc3)s2)cc1,257,10.708333333333334
CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,238,11.333333333333334
C=CCN(CC=C)C(=O)CCl,97,8.818181818181818
CC(C)c1nn(C(O)=NC(C)(C)C)c(=O)n1N,202,11.882352941176471
CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(O)=NCc1ccccc1,313,12.52
O=C(O)CON=C(O)c1ccccc1,128,9.142857142857142
Cc1cc(C)cc(C(=O)N(Cc2ccccc2)C(C)C)c1,225,10.714285714285714
CC(C)(N=C(O)C(Br)C(C)(C)C)c1ccccc1,254,14.11111111111111
CCN(CC)C(=O)n1cnc(S(=O)(=O)c2c(C)cc(C)cc2C)n1,277,11.541666666666666
CCN(CC)C(=O)CCl,83,9.222222222222221
CC(C)(CCl)c1nnc(N=C(O)C2CC2)s1,259,16.1875
COCC(C)N(C(=O)CCl)c1c(C)csc1C,213,12.529411764705882
COC[C@H](C)N(C(=O)CCl)c1c(C)csc1C,213,12.529411764705882
CN(C)C(=O)C(c1ccccc1)c1ccccc1,187,10.38888888888889
CCCN(CC)C(=O)n1cnc(S(=O)(=O)CCC)n1,219,11.526315789473685
CCN=C(O)C(C)Oc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],300,11.538461538461538
CCN(C(=O)n1nnn(-c2ccccc2Cl)c1=O)C1CCCCC1,370,15.416666666666666
COc1nn(C(O)=NS(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C,309,11.884615384615385
NC(=O)c1nc(-c2ccccc2)n(-c2ccc(Cl)c(COCC(F)(F)C(F)(F)F)c2)n1,378,12.193548387096774
CS(=O)(=O)N=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],329,11.75
CCS(=O)(=O)N=C(O)c1cc(Oc2c(F)cc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],354,11.8
CN(C(=O)CNCP(=O)(O)O)S(C)(=O)=O,188,12.533333333333333
CC(C)CN=C(O)N1CCN=C1O,211,16.23076923076923
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,269,11.208333333333334
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,243,12.15
CCN(CC)C(=O)[C@@H](C)Oc1cccc2ccccc12,243,12.15
O=C(O)c1ccccc1C(O)=Nc1cccc2ccccc12,228,10.363636363636363
CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,204,10.2
C#CC(C)(C)N=C(O)c1cc(Cl)cc(Cl)c1,171,10.6875
O=C1C(Cl)=C(N=C(O)C(Cl)Cl)C(=O)c2ccccc21,280,14.736842105263158
CC(C)N(C)S(=O)(=O)N=C(O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,399,12.46875
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,198,11.647058823529411
COC(=O)CCN=C(O)C(C)Sc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,408,12.363636363636363
C=C(C)C(O)=Nc1ccc(Cl)c(Cl)c1,135,9.642857142857142
Cc1c(Cl)ccc(OC(C)C(O)=Nc2ccccc2)c1Cl,248,11.80952380952381
OC(=Nc1ccc(Cl)c(Cl)c1)C1CC1,214,15.285714285714286
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,313,11.178571428571429
CCCC(C)C(O)=Nc1ccc(Cl)c(Cl)c1,196,12.25
CCOCOc1ccc(C(=O)Nc2cccc(Cl)c2Cl)cc1,227,10.318181818181818
COC(O)=NS(=O)(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2C)cc1,291,10.777777777777779
CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,279,11.625
O=C(Nc1ccccc1)c1cccnc1Oc1cccc(C(F)(F)F)c1,287,11.038461538461538
CC(C)N(C(=O)n1cnn(-c2ccc(Cl)cc2Cl)c1=O)c1ccc(F)cc1F,311,11.107142857142858
CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,221,10.523809523809524
CC(O)=Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,242,12.1
C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,368,11.870967741935484
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,180,11.25
CC(Oc1ccc2ccccc2c1)C(O)=Nc1ccccc1,261,11.863636363636363
CCCC(C)C(O)=Nc1ccc(C)c(Cl)c1,196,12.25
OC(=Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,300,11.11111111111111
CCC(O)=Nc1ccc(Cl)c(Cl)c1,127,9.76923076923077
Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,275,11.956521739130435
COc1nc(OC)nc(C(=O)c2cccc(F)c2N(C)S(=O)(=O)C(F)F)n1,307,11.37037037037037
CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,259,11.772727272727273
CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,259,11.772727272727273
C[C@H](C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,259,11.772727272727273
CCOCN(C(=O)CCl)c1c(C)cccc1CC,188,10.444444444444445
CCc1cccc(CC)c1N(COC)C(=O)CCl,188,10.444444444444445
CCc1cccc(CC)c1N(CN=C(C)O)C(=O)CCl,204,10.2
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,224,10.666666666666666
C/C=C\COCN(C(=O)CCl)c1c(CC)cccc1CC,232,11.047619047619047
Cc1cccc(C)c1N(COCC(C)C)C(=O)CCl,206,10.842105263157896
COCCN(C(=O)CCl)c1c(C)cccc1C,176,10.352941176470589
CCOCN(C(=O)CCl)c1ccccc1CC,175,10.294117647058824
CCc1ccccc1N(C(=O)CCl)C(C)C,169,10.5625
Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,199,10.473684210526315
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,233,12.263157894736842
CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,233,12.263157894736842
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,224,10.666666666666666
CC(C)N(C(=O)CCl)c1ccccc1,144,10.285714285714286
CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,206,10.842105263157896
C#CC(C)N(C(=O)CCl)c1ccccc1,173,11.533333333333333
CCCCOCN(C(=O)CCl)c1c(C)cccc1C(C)(C)C,254,11.545454545454545
COc1ccsc1CN(C(=O)CCl)c1c(C)cccc1C,220,10.476190476190476
Cc1cccc(N(C(=O)CCl)C(C)C)c1C,170,10.625
CCSc1ccc(NS(C)(=O)=O)c(C(F)(F)F)c1,225,12.5
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(=O)O)nn12,311,11.518518518518519
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,292,11.68
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,280,11.666666666666666
Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,259,11.772727272727273
COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1,301,11.576923076923077
Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,308,12.833333333333334
O=C1[C@H]2C[C@H](F)CN2C(=O)N1c1cc(NS(=O)(=O)CCl)c(Cl)cc1F,584,23.36
COCc1cccc(C(O)c2nc(OC)cc(OC)n2)c1NS(=O)(=O)C(F)F,355,12.678571428571429
COC(O)=NS(=O)(=O)c1ccc(N)cc1,161,10.733333333333333
COC(=O)Nc1ccc(S(=O)(=O)N=C(O)OC)cc1,198,10.421052631578947
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],259,11.26086956521739
COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,392,12.25
COc1cc(OC)n2[nH]c(=NS(=O)(=O)c3c(C(F)(F)F)ccnc3OC)nc2n1,350,12.068965517241379
CCS(=O)(=O)Nc1cc(-n2nc(C(F)(F)F)n(C)c2=O)c(F)cc1C(=N)S,331,12.25925925925926
N=C(S)c1c(Cl)cccc1Cl,107,9.727272727272727
COc1c(Cl)ccc(Cl)c1C(=O)OCCN(CCOC(=O)c1c(Cl)ccc(Cl)c1OC)c1ccccc1,390,10.54054054054054
Nc1cc(Cl)cc(C(=O)O)c1Cl,118,9.833333333333334
COc1c(Cl)ccc(Cl)c1C(=O)O,127,9.76923076923077
O=C(O)c1c(Cl)ccc(Cl)c1Cl,119,9.916666666666666
COc1c(Cl)cc(Cl)c(Cl)c1C(=O)O,140,10.0
COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,316,10.193548387096774
CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)O,248,9.92
COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)O)n1,215,10.238095238095237
O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl,164,10.25
Nc1cc(Cl)nc(C(=O)O)c1Cl,118,9.833333333333334
O=C(O)c1nc(Cl)ccc1Cl,106,9.636363636363637
COc1c(Cl)ccc(-c2nc(C(=O)O)c(Cl)c(N)c2F)c1F,233,10.590909090909092
COc1c(Cl)ccc(-c2cc(N)c(Cl)c(C(=O)O)n2)c1F,220,10.476190476190476
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,131,10.076923076923077
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,158,10.533333333333333
Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,158,10.533333333333333
COc1ccc(-n2c(=O)c(C(=O)C3C(=O)CCCC3=O)nc3c(Cl)cccc32)cc1,446,14.866666666666667
Cc1cc(C(=O)[C-]2C(=O)CCCC2=O)c(C)c2c1S(=O)(=O)CCC21OCCO1,648,23.142857142857142
CS(=O)(=O)c1ccc(C(=O)C2=C(O)CCCC2=O)c(Cl)c1OCCC1OCCO1,532,18.344827586206897
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,377,16.391304347826086
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,358,17.047619047619047
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC1CCCO1,608,20.96551724137931
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,461,16.464285714285715
CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,295,17.352941176470587
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,394,20.736842105263158
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,161,10.733333333333333
CN=C(O)Nc1nc2ccccc2s1,141,10.071428571428571
CC(Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1)C(=O)O,278,12.08695652173913
CN=C(O)N(C)c1nc2ccccc2s1,154,10.266666666666667
COC(=O)N=c1cc(C(C)(C)C)o[nH]1,156,11.142857142857142
CCC(CCl)N=C(O)Oc1cccc(N=C(O)OC)c1,227,11.35
CN=C(O)OCc1ccc(Cl)c(Cl)c1,135,9.642857142857142
CN(C)C(O)=Nc1cccc(OC(O)=NC(C)(C)C)c1,213,10.65
CN=C(O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,244,12.2
OC(=Nc1cccc(Cl)c1)OCC#CCCl,142,8.875
CCC(C)OC(O)=Nc1cccc(Cl)c1,179,11.933333333333334
CCN=C(O)[C@@H](C)OC(O)=Nc1ccccc1,194,11.411764705882353
OC(=Nc1cccc(Cl)c1)OCCCl,134,9.571428571428571
C#CC(C)OC(O)=Nc1cccc(Cl)c1,169,11.266666666666667
CC(C)OC(O)=Nc1cccc(Cl)c1,140,10.0
CC(CCl)OC(O)=Nc1cccc(Cl)c1,179,11.933333333333334
CCOC(O)=Nc1cccc(OC(O)=Nc2ccccc2)c1,213,9.681818181818182
CCN(C(=O)Oc1cccc(N=C(O)OC(C)C)c1)c1ccccc1,256,10.24
COC(O)=Nc1cccc(OC(O)=Nc2cccc(C)c2)c1,214,9.727272727272727
CCOC(O)=Nc1cccc(OC(O)=Nc2cccc(C)c2)c1,226,9.826086956521738
CC(C)OC(O)=Nc1ccccc1,127,9.76923076923077
